a√±o,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2016,9.4200000000000000e+02,0,0,0,0,0,0
2016,7.4800000000000000e+02,11984,16745,37,14239,0,0
2016,1.9800000000000000e+02,0,0,0,0,0,0
2016,8.7100000000000000e+02,3674,4774,0,0,0,0
2016,9.4800000000000000e+02,0,0,0,0,0,0
2016,1.0510000000000000e+03,0,0,0,0,0,0
2016,1.0830000000000000e+03,0,0,0,0,0,0
2016,1.0960000000000000e+03,0,0,0,0,0,0
2016,6.7900000000000000e+02,1918,5140,303,2818,1227,2965
2016,1.7600000000000000e+02,0,0,0,0,0,0
2016,5.3700000000000000e+02,1137,1137,0,0,0,0
2016,6.0800000000000000e+02,903,5832,0,0,0,0
2016,5.9600000000000000e+02,996,5451,0,0,0,0
2016,7.4900000000000000e+02,8565,37917,3538,3538,0,0
2016,7.5800000000000000e+02,9878,46645,1553,18214,0,0
2016,1.1040000000000000e+03,18175,49614,234,9048,141,1851
2016,4.3600000000000000e+02,171,233,0,0,0,0
2016,5.6700000000000000e+02,0,0,250,5801,0,0
2016,6.7700000000000000e+02,5440,30235,66,12960,0,0
2016,6.7000000000000000e+02,3811,15485,1556,15496,0,0
2016,5.8800000000000000e+02,1692,5490,0,0,208,4767
2016,7.5300000000000000e+02,8609,56705,51,3310,0,0
2016,8.8700000000000000e+02,0,0,0,0,0,0
2016,2.4500000000000000e+02,0,0,0,0,0,0
2016,6.0300000000000000e+02,598,598,0,0,0,0
2016,4.2600000000000000e+02,0,0,0,0,0,0
2016,2.3200000000000000e+02,0,0,0,0,0,0
2016,2.8800000000000000e+02,332,5644,0,0,0,0
2016,2.4600000000000000e+02,0,0,0,0,0,0
2016,2.8400000000000000e+02,0,0,0,0,0,0
2016,1.8000000000000000e+01,0,0,0,0,0,0
2016,3.5600000000000000e+02,0,0,270,11894,0,0
2016,4.0100000000000000e+02,56,3871,0,0,0,0
2016,7.3300000000000000e+02,26652,83985,1760,13638,0,0
2016,2.4300000000000000e+02,0,0,0,0,0,0
2016,3.8000000000000000e+02,0,0,0,0,0,0
2016,7.1600000000000000e+02,715,2351,0,0,0,0
2016,5.3400000000000000e+02,99,742,0,0,0,0
2016,1.8500000000000000e+02,0,0,0,0,0,0
2016,2.5800000000000000e+02,397,2265,2,2,0,0
2016,5.0500000000000000e+02,2635,2635,0,0,0,0
2016,2.6800000000000000e+02,1050,3360,0,0,0,0
2016,6.0200000000000000e+02,3206,3871,0,0,0,0
2016,2.5400000000000000e+02,1164,1369,0,0,0,0
2016,7.0500000000000000e+02,358,2523,0,0,0,0
2016,1.3300000000000000e+02,0,0,0,0,0,0
2016,3.3000000000000000e+01,0,0,13,710,0,0
2016,1.4300000000000000e+02,0,0,47,1069,0,0
2016,3.6000000000000000e+01,0,0,0,0,0,0
2016,7.5600000000000000e+02,405,4311,0,0,0,0
2016,6.6200000000000000e+02,7171,11239,488,4381,0,0
2016,1.9200000000000000e+02,0,0,0,0,0,0
2016,3.8200000000000000e+02,0,0,0,0,0,0
2016,3.2200000000000000e+02,0,0,0,0,0,0
2016,4.7800000000000000e+02,0,0,0,0,0,0
2016,3.5200000000000000e+02,0,0,0,0,0,0
2016,6.2800000000000000e+02,1726,10638,0,0,0,0
2016,2.9100000000000000e+02,0,0,189,12014,0,0
2016,4.9500000000000000e+02,0,0,0,0,0,0
2016,8.4500000000000000e+02,4106,6318,629,6705,0,0
2016,4.9800000000000000e+02,781,986,0,0,0,0
2016,3.1400000000000000e+02,0,0,0,0,0,0
2016,7.2000000000000000e+02,5568,5825,0,0,0,0
2016,7.2100000000000000e+02,3284,11851,71,4302,372,2903
2016,4.8500000000000000e+02,3630,4073,676,784,0,0
2016,2.7300000000000000e+02,1133,9555,0,0,0,0
2016,8.4600000000000000e+02,9109,22571,10,108,0,0
2016,8.4700000000000000e+02,0,0,0,0,0,0
2016,8.4800000000000000e+02,2541,5374,0,0,0,0
2016,9.1600000000000000e+02,956,8049,0,0,0,0
2016,9.3000000000000000e+02,504,1570,0,0,0,0
2016,9.5400000000000000e+02,5554,18799,0,0,0,0
2016,9.4300000000000000e+02,1261,1650,0,0,0,0
2016,9.4900000000000000e+02,20511,74785,406,13591,81,1350
2016,9.8000000000000000e+02,467,3531,0,0,0,0
2016,9.8100000000000000e+02,489,615,0,0,0,0
2016,1.0240000000000000e+03,1327,11922,0,0,0,0
2016,1.0170000000000000e+03,11,1601,0,0,0,0
2016,1.0000000000000000e+03,7566,21186,0,0,0,0
2016,1.0180000000000000e+03,12528,21257,847,1936,4,8
2016,1.0010000000000000e+03,0,0,0,0,0,0
2016,1.0070000000000000e+03,19884,28417,565,4200,0,0
2016,1.0080000000000000e+03,14601,18191,0,0,0,0
2016,1.0090000000000000e+03,9629,26274,85,7555,0,0
2016,1.0100000000000000e+03,7305,9093,0,0,0,0
2016,1.0110000000000000e+03,3260,5049,0,0,0,0
2016,1.0120000000000000e+03,5149,12586,0,0,0,0
2016,1.0130000000000000e+03,39051,53188,290,3739,0,0
2016,1.0410000000000000e+03,0,0,0,0,0,0
2016,1.0730000000000000e+03,2001,3580,211,762,0,0
2016,1.0870000000000000e+03,9666,21518,0,0,0,0
2016,1.1090000000000000e+03,5276,14508,0,0,,
2016,1.1100000000000000e+03,2184,5549,0,0,0,0
2016,1.1120000000000000e+03,489,1628,0,0,0,0
2016,7.8900000000000000e+02,0,0,0,0,0,0
2016,3.2600000000000000e+02,0,0,0,0,0,0
2016,4.4200000000000000e+02,2346,2346,0,0,0,0
2016,2.9400000000000000e+02,186,916,0,0,0,0
2016,3.7800000000000000e+02,27,69,0,0,0,0
2016,4.0200000000000000e+02,0,0,0,0,0,0
2016,2.9000000000000000e+01,0,0,0,0,0,0
2016,4.5000000000000000e+02,0,0,0,0,0,0
2016,6.5600000000000000e+02,1567,6209,118,2250,0,0
2016,3.3300000000000000e+02,0,3851,0,0,0,0
2016,6.6800000000000000e+02,738,2091,0,0,0,0
2016,6.8400000000000000e+02,345,2187,46,4119,0,0
2016,4.2200000000000000e+02,236,258,0,0,0,0
2016,7.6300000000000000e+02,12744,30932,0,0,0,0
2016,7.4100000000000000e+02,15095,20375,95,5121,0,0
2016,5.5300000000000000e+02,1643,8830,0,0,0,0
2016,3.5700000000000000e+02,0,0,0,0,0,0
2016,8.9900000000000000e+02,0,0,0,0,0,0
2016,9.0000000000000000e+02,0,0,0,0,0,0
2016,9.3200000000000000e+02,0,0,0,0,0,0
2016,9.5000000000000000e+02,0,0,0,0,0,0
2016,9.6600000000000000e+02,0,0,0,0,0,0
2016,9.6700000000000000e+02,104,1091,0,0,0,0
2016,9.8200000000000000e+02,1356,3037,0,0,0,0
2016,1.0140000000000000e+03,92,106,0,0,0,0
2016,1.0800000000000000e+03,806,2315,0,0,0,0
2016,1.0740000000000000e+03,1,12,0,0,0,0
2016,1.0840000000000000e+03,1256,1835,0,0,0,0
2016,1.1130000000000000e+03,90,180,0,0,0,0
2016,7.2200000000000000e+02,4452,24072,0,0,0,0
2016,6.6000000000000000e+02,3241,7392,0,0,0,0
2016,7.5000000000000000e+01,,0,183,7638,0,0
2016,2.4900000000000000e+02,310,480,0,0,0,0
2016,2.7500000000000000e+02,0,0,0,0,0,0
2016,2.2700000000000000e+02,445,2883,0,0,0,0
2016,1.5000000000000000e+02,0,0,0,0,0,0
2016,4.7000000000000000e+01,0,0,0,0,0,0
2016,1.7200000000000000e+02,132,212,0,0,0,0
2016,5.8100000000000000e+02,103,2289,0,0,0,0
2016,1.2000000000000000e+02,0,0,0,0,0,0
2016,4.4500000000000000e+02,0,0,0,0,0,0
2016,4.7100000000000000e+02,0,0,0,0,0,0
2016,5.3000000000000000e+01,0,0,0,0,0,0
2016,1.9900000000000000e+02,0,0,0,0,0,0
2016,5.7500000000000000e+02,459,2902,0,0,0,0
2016,5.2800000000000000e+02,325,806,0,0,0,0
2016,6.3100000000000000e+02,1816,5716,0,0,0,0
2016,6.9900000000000000e+02,2896,23384,0,0,0,0
2016,8.2300000000000000e+02,0,0,0,0,0,0
2016,8.4900000000000000e+02,0,0,0,0,0,0
2016,8.6900000000000000e+02,0,0,0,0,0,0
2016,9.5500000000000000e+02,0,0,0,0,0,0
2016,9.8300000000000000e+02,0,0,0,0,0,0
2016,1.0020000000000000e+03,0,0,0,0,0,0
2016,1.0150000000000000e+03,2818,18275,0,0,0,0
2016,5.1000000000000000e+01,0,0,38,3548,0,0
2016,4.4100000000000000e+02,0,0,0,0,0,0
2016,3.2700000000000000e+02,0,0,30,6360,16,3622
2016,6.9000000000000000e+02,1634,11918,0,0,0,0
2016,2.6200000000000000e+02,83,527,0,0,0,0
2016,4.0300000000000000e+02,0,0,0,0,0,0
2016,3.1200000000000000e+02,0,0,11,1627,0,0
2016,5.8900000000000000e+02,60,537,0,0,0,0
2016,6.6500000000000000e+02,0,0,0,0,0,0
2016,3.3400000000000000e+02,0,0,0,0,0,0
2016,1.0750000000000000e+03,5671,36418,683,25108,0,0
2016,7.5100000000000000e+02,1915,16467,51,5845,0,0
2016,4.3200000000000000e+02,0,0,0,0,0,0
2016,1.9000000000000000e+01,0,0,0,0,0,0
2016,2.5000000000000000e+01,0,0,0,0,0,0
2016,2.6000000000000000e+01,0,0,0,0,0,0
2016,8.9000000000000000e+02,405,5148,58,3906,0,0
2016,9.0400000000000000e+02,103,244,0,0,0,0
2016,9.5700000000000000e+02,3091,39633,92,9055,0,0
2016,9.3900000000000000e+02,2544,25513,285,3759,0,0
2016,2.3600000000000000e+02,2939,3722,0,0,0,0
2016,7.3500000000000000e+02,5051,20900,1208,9743,0,0
2016,1.4600000000000000e+02,0,0,0,0,0,0
2016,3.6300000000000000e+02,0,0,0,0,0,0
2016,1.8700000000000000e+02,8,47,0,0,0,0
2016,2.6500000000000000e+02,0,0,0,0,0,0
2016,2.9500000000000000e+02,207,1483,0,0,0,0
2016,4.9600000000000000e+02,0,0,0,0,0,0
2016,7.7000000000000000e+01,0,0,0,0,0,0
2016,3.9100000000000000e+02,0,0,0,0,0,0
2016,2.4000000000000000e+02,0,0,0,0,0,0
2016,4.4800000000000000e+02,179,841,0,0,0,0
2016,1.5100000000000000e+02,0,0,0,0,0,0
2016,4.2500000000000000e+02,0,0,0,0,0,0
2016,3.0000000000000000e+02,0,0,0,0,0,0
2016,3.3900000000000000e+02,0,0,0,0,0,0
2016,8.7400000000000000e+02,678,6041,0,0,0,0
2016,9.0500000000000000e+02,3307,24106,0,0,0,0
2016,7.3600000000000000e+02,10517,32283,204,6656,0,0
2016,4.5900000000000000e+02,0,0,0,0,0,0
2016,3.2000000000000000e+02,0,0,0,0,17,2117
2016,4.5000000000000000e+01,0,0,163,26932,67,11092
2016,6.1800000000000000e+02,1651,4056,0,0,0,0
2016,4.6300000000000000e+02,2934,13713,144,2619,0,0
2016,8.9100000000000000e+02,0,0,0,0,0,0
2016,9.5800000000000000e+02,4943,7499,0,0,54,1872
2016,2.4400000000000000e+02,12,89,0,0,0,0
2016,2.8000000000000000e+01,0,0,0,0,0,0
2016,4.4400000000000000e+02,38,38,0,0,0,0
2016,4.7900000000000000e+02,0,0,0,0,0,0
2016,2.8500000000000000e+02,240,1160,0,0,0,0
2016,2.5300000000000000e+02,0,0,0,0,0,0
2016,4.8100000000000000e+02,0,0,0,0,0,0
2016,5.4000000000000000e+02,0,0,0,0,0,0
2016,3.3200000000000000e+02,0,0,0,0,0,0
2016,4.1000000000000000e+01,0,0,0,0,0,0
2016,5.1000000000000000e+02,78,341,6,65,0,0
2016,3.0500000000000000e+02,19,67,0,0,0,0
2016,7.0800000000000000e+02,2876,3476,0,0,0,0
2016,7.5500000000000000e+02,55290,77040,142,4546,0,0
2016,7.5000000000000000e+02,7923,11993,2144,6253,0,0
2016,6.9600000000000000e+02,3781,17960,0,0,0,0
2016,4.2100000000000000e+02,0,0,0,0,0,0
2016,8.2700000000000000e+02,0,0,0,0,0,0
2016,9.3300000000000000e+02,582,1012,0,0,0,0
2016,1.0300000000000000e+03,60,444,0,0,0,0
2016,6.3700000000000000e+02,849,2661,0,0,0,0
2016,8.8000000000000000e+01,0,0,0,0,0,0
2016,9.0700000000000000e+02,0,0,0,0,0,0
2016,9.7000000000000000e+02,0,0,66,2428,0,0
2016,1.0190000000000000e+03,0,0,0,0,0,0
2016,1.0160000000000000e+03,0,0,0,0,0,0
2016,1.0470000000000000e+03,204,5255,0,0,0,0
2016,6.3500000000000000e+02,279,2511,24,929,0,0
2016,1.8600000000000000e+02,0,0,0,0,0,0
2016,6.4600000000000000e+02,1023,4458,0,0,0,0
2016,5.3600000000000000e+02,162,1556,0,0,0,0
2016,2.4200000000000000e+02,0,0,0,0,0,0
2016,4.9000000000000000e+02,15,101,0,0,49,1376
2016,5.0000000000000000e+02,425,2288,0,0,0,0
2016,2.0600000000000000e+02,0,0,0,0,0,0
2016,5.8000000000000000e+01,0,0,1,15,0,0
2016,5.7200000000000000e+02,3821,10401,10,330,0,0
2016,1.8000000000000000e+02,0,0,0,0,0,0
2016,5.4900000000000000e+02,39,281,0,0,0,0
2016,5.8200000000000000e+02,178,1302,0,0,0,0
2016,7.4300000000000000e+02,3659,16106,0,0,0,0
2016,7.9500000000000000e+02,0,0,0,0,0,0
2016,2.6900000000000000e+02,0,0,0,0,0,0
2016,6.3400000000000000e+02,2157,2157,0,0,0,0
2016,1.0000000000000000e+00,83,512,0,0,0,0
2016,7.1700000000000000e+02,196,2353,28,6920,0,0
2016,3.7300000000000000e+02,0,0,0,0,0,0
2016,5.3500000000000000e+02,434,2559,30,4199,0,0
2016,8.2400000000000000e+02,12538,50153,48,1993,0,0
2016,8.8800000000000000e+02,0,0,0,0,0,0
2016,9.0200000000000000e+02,0,0,0,0,0,0
2016,9.6800000000000000e+02,0,0,0,0,0,0
2016,3.4600000000000000e+02,0,0,0,0,0,0
2016,2.7000000000000000e+01,0,0,0,0,0,0
2016,1.6500000000000000e+02,31,240,0,0,0,0
2016,9.5600000000000000e+02,1862,11378,52,2013,0,0
2016,4.1300000000000000e+02,0,0,0,0,0,0
2016,1.4900000000000000e+02,0,0,0,0,0,0
2016,6.1200000000000000e+02,57,423,0,0,0,0
2016,5.5900000000000000e+02,0,0,0,0,0,0
2016,7.0000000000000000e+00,0,0,0,0,0,0
2016,2.8300000000000000e+02,156,426,0,0,0,0
2016,3.7000000000000000e+01,0,0,0,0,0,0
2016,1.5300000000000000e+02,0,0,0,0,0,0
2016,5.4700000000000000e+02,1240,10739,0,0,0,0
2016,3.9700000000000000e+02,0,0,0,0,2363,14427
2016,5.5600000000000000e+02,300,5278,0,0,0,0
2016,4.2000000000000000e+01,0,0,0,0,0,0
2016,3.1000000000000000e+01,0,0,0,0,248,4960
2016,7.4000000000000000e+02,1650,12286,69,2813,0,0
2016,2.1700000000000000e+02,0,0,0,0,0,0
2016,8.6300000000000000e+02,0,0,0,0,0,0
2016,8.8900000000000000e+02,3071,20799,0,0,0,0
2016,9.8400000000000000e+02,0,0,0,0,0,0
2016,1.1060000000000000e+03,0,0,0,0,0,0
2016,3.4000000000000000e+01,0,0,0,0,0,0
2016,7.9100000000000000e+02,0,0,0,0,0,0
2016,1.8100000000000000e+02,74,766,0,0,0,0
2016,4.3000000000000000e+02,0,0,0,0,0,0
2016,7.1500000000000000e+02,514,2945,0,0,0,0
2016,5.2100000000000000e+02,0,0,0,0,0,0
2016,5.2400000000000000e+02,196,1121,0,0,0,0
2016,1.0030000000000000e+03,1467,2015,0,0,0,0
2016,1.0500000000000000e+03,715,1138,0,0,0,0
2016,1.0430000000000000e+03,0,0,0,0,0,0
2016,1.1280000000000000e+03,1733,2541,0,0,0,0
2016,9.3400000000000000e+02,698,4808,0,0,0,0
2016,6.2900000000000000e+02,6167,23819,8,247,0,0
2016,2.1000000000000000e+01,0,0,0,0,203,11413
2016,6.1500000000000000e+02,904,5505,0,0,0,0
2016,6.2600000000000000e+02,0,0,0,0,0,0
2016,4.1700000000000000e+02,417,1252,0,0,0,0
2016,5.9700000000000000e+02,1309,1683,0,0,36,3299
2016,5.3900000000000000e+02,4839,18375,0,0,84,3875
2016,3.4300000000000000e+02,0,0,0,0,0,0
2016,1.3500000000000000e+02,0,0,0,0,0,0
2016,1.5800000000000000e+02,0,0,195,9591,45,4629
2016,7.7500000000000000e+02,4262,15124,0,0,0,0
2016,1.7700000000000000e+02,0,0,0,0,246,11107
2016,5.7800000000000000e+02,0,0,0,0,0,0
2016,4.1600000000000000e+02,0,0,0,0,51,7055
2016,5.6100000000000000e+02,3270,6846,0,0,179,2451
2016,6.2000000000000000e+01,0,0,0,0,52,6001
2016,8.2800000000000000e+02,0,0,0,0,43,6017
2016,8.6000000000000000e+02,0,0,0,0,0,0
2016,9.3500000000000000e+02,0,0,0,0,62,8555
2016,9.3600000000000000e+02,0,0,0,0,0,0
2016,9.8600000000000000e+02,0,0,40,7493,0,0
2016,9.8700000000000000e+02,903,4037,0,0,0,0
2016,1.0210000000000000e+03,0,0,0,0,0,0
2016,1.0850000000000000e+03,0,0,0,0,0,0
2016,6.5800000000000000e+02,1366,2399,0,0,0,0
2016,3.5300000000000000e+02,0,0,0,0,625,3461
2016,3.2300000000000000e+02,0,0,50,4677,0,0
2016,6.2000000000000000e+02,141,1836,0,0,0,0
2016,3.8400000000000000e+02,291,825,0,0,0,0
2016,5.5400000000000000e+02,1347,9434,176,2921,0,0
2016,2.0900000000000000e+02,0,0,0,0,0,0
2016,7.0700000000000000e+02,3315,23208,51,3582,90,1352
2016,3.9500000000000000e+02,0,0,0,0,0,0
2016,9.6900000000000000e+02,138,683,0,0,0,0
2016,1.0520000000000000e+03,0,0,0,0,0,0
2016,7.3900000000000000e+02,5662,41416,230,15392,0,0
2016,6.1300000000000000e+02,3751,20699,0,0,0,0
2016,5.9300000000000000e+02,12473,37704,0,0,0,0
2016,7.0400000000000000e+02,14369,43107,0,0,0,0
2016,4.9300000000000000e+02,0,0,0,0,0,0
2016,6.8600000000000000e+02,8105,33190,0,0,0,0
2016,2.5700000000000000e+02,0,0,0,0,0,0
2016,4.9400000000000000e+02,0,0,0,0,0,0
2016,6.8100000000000000e+02,1739,15586,0,0,0,0
2016,2.8600000000000000e+02,0,0,0,0,0,0
2016,2.5500000000000000e+02,483,3964,0,0,0,0
2016,7.9000000000000000e+01,0,0,0,0,0,0
2016,8.1000000000000000e+01,0,0,0,0,0,0
2016,6.8800000000000000e+02,3623,9048,0,0,0,0
2016,5.3100000000000000e+02,2390,20897,0,0,0,0
2016,5.1400000000000000e+02,555,1194,0,0,0,0
2016,4.9900000000000000e+02,0,0,0,0,0,0
2016,5.3200000000000000e+02,459,8151,0,0,0,0
2016,1.9000000000000000e+02,0,0,0,0,0,0
2016,5.9800000000000000e+02,2101,4750,0,0,0,0
2016,2.6000000000000000e+02,0,0,0,0,0,0
2016,8.3800000000000000e+02,0,0,0,0,0,0
2016,8.3900000000000000e+02,0,0,0,0,0,0
2016,8.5100000000000000e+02,0,0,0,0,0,0
2016,8.5200000000000000e+02,1395,11114,86,449,0,0
2016,9.8800000000000000e+02,74,5277,336,4900,0,0
2016,1.0560000000000000e+03,1492,6471,0,0,0,0
2016,1.0440000000000000e+03,0,0,0,0,0,0
2016,1.1140000000000000e+03,132,2939,0,0,0,0
2016,6.4400000000000000e+02,3721,17486,138,10511,0,0
2016,7.5200000000000000e+02,4498,15936,955,19410,0,0
2016,2.3800000000000000e+02,270,455,0,0,0,0
2016,3.2500000000000000e+02,0,0,2,7,0,0
2016,6.2200000000000000e+02,236,1118,0,0,0,0
2016,8.7900000000000000e+02,0,0,0,0,0,0
2016,9.0600000000000000e+02,204,1380,0,0,0,0
2016,3.7000000000000000e+02,0,0,0,0,0,0
2016,4.1800000000000000e+02,0,0,0,0,0,0
2016,5.7400000000000000e+02,0,0,0,0,0,0
2016,3.9900000000000000e+02,0,0,0,0,0,0
2016,1.9500000000000000e+02,0,0,0,0,0,0
2016,7.8300000000000000e+02,16717,39666,0,0,0,0
2016,2.6300000000000000e+02,479,4310,0,0,0,0
2016,1.9400000000000000e+02,0,0,0,0,0,0
2016,2.1400000000000000e+02,0,0,0,0,0,0
2016,7.8500000000000000e+02,8789,47770,0,0,0,0
2016,7.8000000000000000e+02,3588,5883,0,0,0,0
2016,7.8200000000000000e+02,2425,14860,0,0,0,0
2016,3.6900000000000000e+02,0,0,0,0,0,0
2016,7.1300000000000000e+02,0,0,0,0,0,0
2016,9.4100000000000000e+02,0,0,11,279,0,0
2016,1.0910000000000000e+03,0,0,716,97461,0,0
2016,1.0450000000000000e+03,75,2598,0,0,0,0
2016,1.0860000000000000e+03,2070,18655,0,0,0,0
2016,9.3700000000000000e+02,1560,9450,60,2233,0,0
2016,1.0040000000000000e+03,34,315,0,0,0,0
2016,7.3700000000000000e+02,111,11647,93,2518,0,0
2016,7.6500000000000000e+02,15302,49786,0,0,0,0
2016,3.2900000000000000e+02,1558,5960,0,0,0,0
2016,8.7000000000000000e+01,0,0,0,0,0,0
2016,5.2700000000000000e+02,0,0,0,0,416,3842
2016,5.6200000000000000e+02,0,0,0,0,0,0
2016,2.5100000000000000e+02,0,0,0,0,0,0
2016,1.2900000000000000e+02,0,0,0,0,0,0
2016,1.5400000000000000e+02,0,0,0,0,1044,5342
2016,5.1600000000000000e+02,3459,3872,0,0,0,0
2016,1.8400000000000000e+02,0,0,0,0,0,0
2016,6.5200000000000000e+02,136,196,0,0,0,0
