a√±o,NCODI,Urg_altas,Urg_ingresos,Urg_traslados,Urg_exitus,Urg_total
2017,3.1500000000000000e+02,0,0,0,0,0
2017,4.0000000000000000e+01,0,0,0,0,0
2017,5.0800000000000000e+02,14220,2493,368,5,17086
2017,4.6000000000000000e+01,0,0,0,0,0
2017,5.9000000000000000e+02,28408,4706,629,18,33761
2017,7.7700000000000000e+02,26946,3818,649,14,31427
2017,8.9700000000000000e+02,104367,28488,128,101,133084
2017,9.6500000000000000e+02,0,0,0,0,0
2017,4.6100000000000000e+02,1800,47,27,0,1874
2017,3.7600000000000000e+02,11090,397,51,2,11540
2017,6.2100000000000000e+02,23187,3125,356,36,26704
2017,7.9300000000000000e+02,145993,23391,795,199,170378
2017,1.1020000000000000e+03,86989,1887,88,1,88965
2017,,1420,29,17,0,1466
2017,7.1200000000000000e+02,27898,5937,834,28,34697
2017,3.2000000000000000e+01,0,0,0,0,0
2017,3.6100000000000000e+02,0,0,0,0,0
2017,2.4500000000000000e+02,28390,3883,145,1,32419
2017,6.0300000000000000e+02,137384,4732,606,6,142728
2017,4.2600000000000000e+02,0,0,0,0,0
2017,2.3200000000000000e+02,23564,2434,32,0,26030
2017,2.8800000000000000e+02,20733,715,279,0,21727
2017,2.4600000000000000e+02,11676,657,0,30,12363
2017,2.8400000000000000e+02,13072,1880,8,16,14976
2017,1.8000000000000000e+01,0,0,0,0,0
2017,3.5600000000000000e+02,1065,950,0,0,2015
2017,4.0100000000000000e+02,0,0,0,0,0
2017,7.3300000000000000e+02,137593,19041,364,99,157097
2017,2.4300000000000000e+02,16350,1963,134,4,18451
2017,3.8000000000000000e+02,0,0,0,0,0
2017,7.1600000000000000e+02,0,0,0,0,0
2017,5.3400000000000000e+02,87785,2242,39,0,90066
2017,1.8500000000000000e+02,3597,236,6,0,3839
2017,2.5800000000000000e+02,16313,2066,0,0,18379
2017,5.0500000000000000e+02,5446,52,0,0,5498
2017,2.6800000000000000e+02,44037,2434,0,0,46471
2017,6.0200000000000000e+02,0,0,0,0,0
2017,2.5400000000000000e+02,31951,2105,68,1,34125
2017,7.0500000000000000e+02,55203,3120,134,4,58461
2017,1.3300000000000000e+02,8850,2054,10,0,10914
2017,3.3000000000000000e+01,0,0,0,0,0
2017,1.4300000000000000e+02,2947,1123,8,0,4078
2017,3.6000000000000000e+01,0,0,0,0,0
2017,7.5600000000000000e+02,65518,6980,591,23,73112
2017,6.6200000000000000e+02,131760,11910,558,60,144288
2017,1.9200000000000000e+02,0,0,0,0,0
2017,3.8200000000000000e+02,0,0,0,0,0
2017,3.2200000000000000e+02,0,0,0,0,0
2017,4.7800000000000000e+02,9316,635,265,0,10216
2017,3.5200000000000000e+02,0,0,0,0,0
2017,6.2800000000000000e+02,98592,11588,591,61,110832
2017,2.9100000000000000e+02,0,0,0,0,0
2017,4.9500000000000000e+02,10199,1192,46,0,11437
2017,8.4500000000000000e+02,84692,8726,57,19,93494
2017,4.9800000000000000e+02,40059,2747,524,50,43380
2017,3.1400000000000000e+02,0,0,0,0,0
2017,7.2000000000000000e+02,30920,4108,11,2,35041
2017,7.2100000000000000e+02,102848,12576,653,31,116108
2017,4.8500000000000000e+02,0,0,0,0,0
2017,2.7300000000000000e+02,52999,5733,71,13,58816
2017,8.4600000000000000e+02,92604,10746,44,43,103437
2017,8.4700000000000000e+02,42926,644,62,0,43632
2017,8.4800000000000000e+02,57182,5263,104,0,62549
2017,9.1600000000000000e+02,1739,905,0,0,2644
2017,9.3000000000000000e+02,80608,3337,152,3,84100
2017,9.5400000000000000e+02,109961,11176,732,36,121905
2017,9.4300000000000000e+02,57703,3023,25,2,60753
2017,9.4900000000000000e+02,198388,29507,1274,181,229350
2017,9.8000000000000000e+02,121741,4133,451,3,126328
2017,9.8100000000000000e+02,12772,202,0,0,12974
2017,1.0240000000000000e+03,89335,5769,83,2,95189
2017,1.0170000000000000e+03,0,0,0,0,0
2017,1.0000000000000000e+03,85110,5714,448,6,91278
2017,1.0180000000000000e+03,102397,7345,345,50,110137
2017,1.0010000000000000e+03,40428,1781,86,3,42298
2017,1.0070000000000000e+03,110604,10122,315,101,121142
2017,1.0080000000000000e+03,74914,8378,247,31,83570
2017,1.0100000000000000e+03,84307,6148,92,28,90575
2017,1.0110000000000000e+03,55381,3373,112,24,58890
2017,1.0120000000000000e+03,95427,6773,33,47,102280
2017,1.0130000000000000e+03,145755,17916,860,89,164620
2017,1.0410000000000000e+03,0,0,0,0,0
2017,1.0730000000000000e+03,98190,6982,289,17,105478
2017,1.0870000000000000e+03,128331,14479,308,67,143185
2017,1.1090000000000000e+03,93550,6767,421,31,100769
2017,1.1100000000000000e+03,76425,5406,94,0,81925
2017,1.1120000000000000e+03,17756,326,177,0,18259
2017,1.1200000000000000e+03,0,0,0,0,0
2017,1.1260000000000000e+03,121582,10734,935,33,133284
2017,7.8900000000000000e+02,0,0,0,0,0
2017,3.2600000000000000e+02,0,0,0,0,0
2017,4.4200000000000000e+02,56811,3098,4,2,59915
2017,2.9400000000000000e+02,49564,2962,104,23,52653
2017,3.7800000000000000e+02,14104,762,25,0,14891
2017,4.0200000000000000e+02,10783,627,0,0,11410
2017,2.9000000000000000e+01,0,0,0,0,0
2017,4.5000000000000000e+02,758,3,0,0,761
2017,6.5600000000000000e+02,48319,3607,187,73,52186
2017,3.3300000000000000e+02,113865,3190,56,4,117115
2017,6.8400000000000000e+02,78463,4855,698,97,84113
2017,4.2200000000000000e+02,5479,111,0,0,5590
2017,7.6300000000000000e+02,322460,18821,1292,399,342972
2017,7.4100000000000000e+02,183518,13920,2646,276,200360
2017,5.5300000000000000e+02,105018,12796,609,215,118638
2017,3.5700000000000000e+02,95,0,0,0,95
2017,8.9900000000000000e+02,0,0,0,0,0
2017,9.0000000000000000e+02,0,0,0,0,0
2017,9.3200000000000000e+02,0,0,0,0,0
2017,9.5000000000000000e+02,0,0,0,0,0
2017,9.6600000000000000e+02,26185,1817,4,0,28006
2017,9.6700000000000000e+02,0,0,0,0,0
2017,9.8200000000000000e+02,68315,5034,94,2,73445
2017,1.0140000000000000e+03,57071,1,1620,3,58695
2017,1.0800000000000000e+03,110262,4696,9,2,114969
2017,1.0740000000000000e+03,13278,50,16,0,13344
2017,1.0840000000000000e+03,21311,15,17,0,21343
2017,1.1130000000000000e+03,199,48,0,0,247
2017,1.1370000000000000e+03,422,131,24,0,577
2017,1.1420000000000000e+03,39149,3687,316,55,43207
2017,7.2200000000000000e+02,178595,27245,1796,119,207755
2017,6.6000000000000000e+02,90789,8447,918,88,100242
2017,7.5000000000000000e+01,308,336,0,0,644
2017,2.4900000000000000e+02,36836,2233,0,0,39069
2017,2.2700000000000000e+02,46031,3572,29,0,49632
2017,1.5000000000000000e+02,2911,75,30,0,3016
2017,4.7000000000000000e+01,0,0,0,0,0
2017,1.7200000000000000e+02,4811,3,0,0,4814
2017,5.8100000000000000e+02,41425,3822,299,39,45585
2017,1.2000000000000000e+02,0,0,0,0,0
2017,4.4500000000000000e+02,0,0,0,0,0
2017,4.7100000000000000e+02,15080,1415,49,10,16554
2017,5.3000000000000000e+01,0,0,0,0,0
2017,1.9900000000000000e+02,6577,33,0,0,6610
2017,5.7500000000000000e+02,64477,6583,746,54,71860
2017,5.2800000000000000e+02,24469,3432,421,17,28339
2017,6.3100000000000000e+02,72105,9637,1020,67,82829
2017,6.9900000000000000e+02,74186,11327,1030,67,86610
2017,8.2300000000000000e+02,12094,107,15,0,12216
2017,8.4900000000000000e+02,37499,2094,269,17,39879
2017,8.6900000000000000e+02,60748,1337,316,5,62406
2017,9.5500000000000000e+02,0,3,0,0,3
2017,9.8300000000000000e+02,0,0,0,0,0
2017,1.0020000000000000e+03,0,0,0,0,0
2017,1.0150000000000000e+03,168150,19034,491,138,187813
2017,5.1000000000000000e+01,0,0,0,0,0
2017,4.4100000000000000e+02,0,0,0,0,0
2017,3.2700000000000000e+02,0,0,0,0,0
2017,6.9000000000000000e+02,14360,1630,17,1,16008
2017,2.6200000000000000e+02,15784,1239,46,3,17072
2017,4.0300000000000000e+02,0,0,0,0,0
2017,3.1200000000000000e+02,0,0,0,0,0
2017,5.8900000000000000e+02,22546,3126,421,22,26115
2017,6.6500000000000000e+02,45108,5504,523,41,51176
2017,3.3400000000000000e+02,0,0,0,0,0
2017,1.0750000000000000e+03,159128,26557,522,110,186317
2017,7.5100000000000000e+02,75558,22586,238,123,98505
2017,1.8600000000000000e+02,33465,639,95,0,34199
2017,6.4600000000000000e+02,9215,2759,478,18,12470
2017,5.3600000000000000e+02,10711,2099,538,24,13372
2017,2.4200000000000000e+02,6879,392,47,0,7318
2017,4.9000000000000000e+02,0,0,0,0,0
2017,5.0000000000000000e+02,24651,1540,223,4,26418
2017,2.0600000000000000e+02,17640,144,0,0,17784
2017,5.8000000000000000e+01,0,0,0,0,0
2017,5.7200000000000000e+02,57855,13261,1119,38,72273
2017,1.8000000000000000e+02,0,0,0,0,0
2017,5.4900000000000000e+02,11277,2185,255,9,13726
2017,5.8200000000000000e+02,17708,3264,380,22,21374
2017,7.4300000000000000e+02,85234,13187,1709,188,100318
2017,7.9500000000000000e+02,0,0,0,0,0
2017,2.6900000000000000e+02,5063,11,16,2,5092
2017,6.3400000000000000e+02,22195,5570,514,19,28298
2017,1.0000000000000000e+00,14423,446,132,0,15001
2017,7.1700000000000000e+02,28008,5452,494,46,34000
2017,3.7300000000000000e+02,967,0,0,0,967
2017,5.3500000000000000e+02,26064,4746,527,24,31361
2017,8.2400000000000000e+02,119728,22080,3313,112,145233
2017,8.8800000000000000e+02,17817,2345,515,14,20691
2017,9.0200000000000000e+02,0,0,0,0,0
2017,9.6800000000000000e+02,0,0,0,0,0
2017,1.1300000000000000e+03,0,0,0,0,0
2017,1.1410000000000000e+03,0,0,0,0,0
2017,1.1450000000000000e+03,0,0,0,0,0
2017,1.1220000000000000e+03,0,0,0,0,0
2017,1.1330000000000000e+03,0,0,0,0,0
2017,3.4600000000000000e+02,0,22,0,0,22
2017,2.7000000000000000e+01,0,0,0,0,0
2017,1.6500000000000000e+02,8728,285,62,0,9075
2017,9.5600000000000000e+02,35803,11362,333,71,47569
2017,4.1300000000000000e+02,0,0,0,0,0
2017,1.4900000000000000e+02,0,0,0,0,0
2017,6.1200000000000000e+02,46697,2883,454,2,50036
2017,5.5900000000000000e+02,1323,50,0,0,1373
2017,7.0000000000000000e+00,1045,5,0,0,1050
2017,2.8300000000000000e+02,48332,1654,191,2,50179
2017,3.7000000000000000e+01,0,0,0,0,0
2017,1.5300000000000000e+02,97754,795,216,0,98765
2017,5.4700000000000000e+02,57624,6760,151,33,64568
2017,3.9700000000000000e+02,0,0,0,0,0
2017,5.5600000000000000e+02,36579,4132,99,81,40891
2017,4.2000000000000000e+01,0,50,0,0,50
2017,3.1000000000000000e+01,0,0,0,0,0
2017,7.4000000000000000e+02,133087,17718,730,229,151764
2017,2.1700000000000000e+02,41479,3448,93,1,45021
2017,8.6300000000000000e+02,11248,1669,43,1,12961
2017,8.8900000000000000e+02,77883,10260,1010,392,89545
2017,9.8400000000000000e+02,38745,4712,835,16,44308
2017,1.1060000000000000e+03,12379,152,24,0,12555
2017,1.1460000000000000e+03,2334,1387,9,0,3730
2017,3.4000000000000000e+01,0,0,0,0,0
2017,7.9100000000000000e+02,21380,2143,73,0,23596
2017,1.8100000000000000e+02,0,0,0,0,0
2017,4.3000000000000000e+02,1402,29,45,0,1476
2017,7.1500000000000000e+02,85770,12732,336,28,98866
2017,5.2100000000000000e+02,5352,157,11,0,5520
2017,5.2400000000000000e+02,21053,1613,94,4,22764
2017,4.3200000000000000e+02,2741,362,16,0,3119
2017,1.9000000000000000e+01,19,0,0,0,19
2017,2.5000000000000000e+01,0,0,0,0,0
2017,2.6000000000000000e+01,0,0,0,0,0
2017,8.9000000000000000e+02,77922,15051,463,116,93552
2017,9.0400000000000000e+02,34548,3927,1138,36,39649
2017,9.5700000000000000e+02,152912,27447,302,162,180823
2017,9.3900000000000000e+02,135619,19535,20,114,155288
2017,2.3600000000000000e+02,30048,810,82,0,30940
2017,7.3500000000000000e+02,149959,18613,1244,292,170108
2017,1.4600000000000000e+02,0,0,0,0,0
2017,3.6300000000000000e+02,9102,422,29,1,9554
2017,1.8700000000000000e+02,9855,619,18,0,10492
2017,2.6500000000000000e+02,7243,185,0,0,7428
2017,2.9500000000000000e+02,28354,1081,10,1,29446
2017,4.9600000000000000e+02,44604,11843,4069,43,60559
2017,7.7000000000000000e+01,0,0,0,0,0
2017,3.9100000000000000e+02,4064,572,12,0,4648
2017,2.4000000000000000e+02,30126,2873,4317,30,37346
2017,4.4800000000000000e+02,8831,575,186,9,9601
2017,1.5100000000000000e+02,0,0,0,0,0
2017,4.2500000000000000e+02,5971,342,118,14,6445
2017,3.0000000000000000e+02,30157,2387,34,1,32579
2017,3.3900000000000000e+02,26751,1979,4,93,28827
2017,8.7400000000000000e+02,22720,4367,24,42,27153
2017,9.0500000000000000e+02,74492,13250,3749,438,91929
2017,1.1230000000000000e+03,0,0,0,0,0
2017,7.3600000000000000e+02,146915,21739,161,334,169149
2017,4.5900000000000000e+02,2968,15,0,0,2983
2017,3.2000000000000000e+02,0,0,0,0,0
2017,4.5000000000000000e+01,0,0,0,0,0
2017,6.1800000000000000e+02,37665,4192,663,54,42574
2017,4.6300000000000000e+02,97565,8080,1371,78,107094
2017,8.9100000000000000e+02,33533,2143,216,4,35896
2017,9.5800000000000000e+02,44625,7497,85,53,52260
2017,2.4400000000000000e+02,11914,229,78,0,12221
2017,2.8000000000000000e+01,0,0,0,0,0
2017,4.4400000000000000e+02,6516,331,46,0,6893
2017,4.7900000000000000e+02,0,0,0,0,0
2017,2.8500000000000000e+02,29324,1789,67,14,31194
2017,2.5300000000000000e+02,84309,4200,15,1,88525
2017,4.8100000000000000e+02,39066,1593,1,1,40661
2017,5.4000000000000000e+02,42873,5329,22,0,48224
2017,4.1000000000000000e+01,0,0,0,0,0
2017,5.1000000000000000e+02,45601,1104,72,1,46778
2017,3.0500000000000000e+02,40440,416,1493,8,42357
2017,7.0800000000000000e+02,63015,6136,451,137,69739
2017,7.5500000000000000e+02,265374,25038,4262,448,295122
2017,7.5000000000000000e+02,187077,22027,1521,237,210862
2017,6.9600000000000000e+02,111721,15742,863,174,128500
2017,4.2100000000000000e+02,19416,941,0,0,20357
2017,8.2700000000000000e+02,0,0,0,0,0
2017,9.3300000000000000e+02,92394,6335,1033,100,99862
2017,1.0300000000000000e+03,114742,4266,102,0,119110
2017,1.0030000000000000e+03,65952,88,2639,15,68694
2017,1.0500000000000000e+03,19127,124,702,6,19959
2017,1.0430000000000000e+03,64448,3584,34,0,68066
2017,1.1280000000000000e+03,54196,568,1731,13,56508
2017,1.1250000000000000e+03,,2,,0,2
2017,1.1350000000000000e+03,25960,5,1181,5,27151
2017,9.3400000000000000e+02,25638,5938,98,30,31704
2017,6.2900000000000000e+02,79674,9491,1586,108,90859
2017,2.1000000000000000e+01,0,0,0,0,0
2017,6.1500000000000000e+02,56214,4714,372,17,61317
2017,6.2600000000000000e+02,16924,424,7,0,17355
2017,4.1700000000000000e+02,6154,0,0,0,6154
2017,5.9700000000000000e+02,14626,2080,230,13,16949
2017,5.3900000000000000e+02,75219,10021,638,70,85948
2017,3.4300000000000000e+02,24158,399,131,3,24691
2017,1.3500000000000000e+02,0,0,0,0,0
2017,1.5800000000000000e+02,4015,875,0,0,4890
2017,7.7500000000000000e+02,37123,6806,518,50,44497
2017,1.7700000000000000e+02,0,0,0,0,0
2017,5.7800000000000000e+02,23589,427,276,0,24292
2017,4.1600000000000000e+02,27027,380,83,0,27490
2017,5.6100000000000000e+02,31639,3127,246,85,35097
2017,6.2000000000000000e+01,0,0,0,0,0
2017,8.2800000000000000e+02,0,0,0,0,0
2017,8.6000000000000000e+02,36756,1025,552,9,38342
2017,9.3500000000000000e+02,0,0,0,0,0
2017,9.3600000000000000e+02,0,0,0,0,0
2017,9.8600000000000000e+02,710,263,0,0,973
2017,9.8700000000000000e+02,68797,3726,1262,77,73862
2017,1.0210000000000000e+03,0,0,0,0,0
2017,1.0850000000000000e+03,0,0,0,0,0
2017,6.5800000000000000e+02,29550,5086,180,16,34832
2017,3.5300000000000000e+02,0,0,0,0,0
2017,3.2300000000000000e+02,0,0,0,0,0
2017,6.2000000000000000e+02,19762,3425,252,27,23466
2017,3.8400000000000000e+02,0,0,0,0,0
2017,5.5400000000000000e+02,62524,7772,251,144,70691
2017,2.0900000000000000e+02,13740,824,97,0,14661
2017,7.0700000000000000e+02,139152,24024,49,105,163330
2017,3.9500000000000000e+02,5748,42,0,0,5790
2017,9.6900000000000000e+02,43111,953,137,2,44203
2017,1.0520000000000000e+03,0,0,0,0,0
2017,7.3900000000000000e+02,223170,25995,6618,124,255907
2017,6.1300000000000000e+02,113056,15311,791,68,129226
2017,5.9300000000000000e+02,51210,9499,1106,66,61881
2017,7.0400000000000000e+02,145778,14710,989,107,161584
2017,4.9300000000000000e+02,0,0,0,0,0
2017,6.8600000000000000e+02,122710,14699,659,81,138149
2017,2.5700000000000000e+02,69187,4250,0,3,73440
2017,4.9400000000000000e+02,0,0,0,0,0
2017,6.8100000000000000e+02,5361,1898,6,2,7267
2017,2.8600000000000000e+02,12330,2233,25300,0,39863
2017,2.5500000000000000e+02,67526,1867,22,0,69415
2017,7.9000000000000000e+01,0,0,0,0,0
2017,8.1000000000000000e+01,0,0,0,0,0
2017,6.8800000000000000e+02,67692,11289,665,71,79717
2017,5.3100000000000000e+02,55561,7792,563,103,64019
2017,5.1400000000000000e+02,25400,2089,618,15,28122
2017,4.9900000000000000e+02,10119,2277,46,0,12442
2017,5.3200000000000000e+02,66197,6973,978,56,74204
2017,1.9000000000000000e+02,0,0,0,0,0
2017,5.9800000000000000e+02,22486,2407,543,48,25484
2017,2.6000000000000000e+02,103238,6782,225,6,110251
2017,8.3800000000000000e+02,1095,321,460,0,1876
2017,8.3900000000000000e+02,7847,52,29,0,7928
2017,8.5100000000000000e+02,0,0,0,0,0
2017,8.5200000000000000e+02,99640,15082,172,105,114999
2017,9.8800000000000000e+02,0,0,0,0,0
2017,1.0560000000000000e+03,96816,11495,194,87,108592
2017,1.0440000000000000e+03,0,0,0,0,0
2017,1.1140000000000000e+03,30711,3376,956,18,35061
2017,1.1290000000000000e+03,32037,1322,57,0,33416
2017,6.4400000000000000e+02,98431,16079,388,59,114957
2017,7.5200000000000000e+02,85509,12767,215,66,98557
2017,2.3800000000000000e+02,14860,1011,65,0,15936
2017,3.2500000000000000e+02,0,0,0,0,0
2017,6.2200000000000000e+02,25183,3033,443,24,28683
2017,8.7900000000000000e+02,9549,241,10,28,9828
2017,9.0600000000000000e+02,50758,1273,150,0,52181
2017,3.7000000000000000e+02,1362,4197,53,52,5664
2017,4.1800000000000000e+02,7037,661,31,0,7729
2017,5.7400000000000000e+02,9249,154,0,0,9403
2017,3.9900000000000000e+02,0,0,0,0,0
2017,1.9500000000000000e+02,2252,0,0,0,2252
2017,7.8300000000000000e+02,108225,21539,1383,233,131380
2017,2.6300000000000000e+02,13370,1510,60,0,14940
2017,1.9400000000000000e+02,3133,2,0,0,3135
2017,2.1400000000000000e+02,3792,56,0,0,3848
2017,7.8500000000000000e+02,168942,25514,2278,350,197084
2017,7.8000000000000000e+02,34925,3545,505,24,38999
2017,7.8200000000000000e+02,87548,12966,2775,151,103440
2017,3.6900000000000000e+02,0,0,0,0,0
2017,7.1300000000000000e+02,38924,158,2222,181,41485
2017,9.4100000000000000e+02,307,216,9,0,532
2017,1.0910000000000000e+03,0,0,0,0,0
2017,1.0450000000000000e+03,32196,1146,32,0,33374
2017,1.0860000000000000e+03,72768,4925,1178,18,78889
2017,9.3700000000000000e+02,58115,12268,447,67,70897
2017,1.0040000000000000e+03,7488,441,131,0,8060
2017,7.3700000000000000e+02,117968,16400,804,93,135265
2017,7.6500000000000000e+02,173615,28012,1918,217,203762
2017,3.2900000000000000e+02,70759,6825,1864,98,79546
2017,8.7000000000000000e+01,0,0,0,0,0
2017,5.2700000000000000e+02,21014,857,677,9,22557
2017,5.6200000000000000e+02,24648,1182,96,0,25926
2017,2.5100000000000000e+02,27990,1292,79,2,29363
2017,1.2900000000000000e+02,0,0,0,0,0
2017,1.5400000000000000e+02,0,0,0,0,0
2017,5.1600000000000000e+02,53970,5193,0,0,59163
2017,1.8400000000000000e+02,10493,113,33,0,10639
2017,6.5200000000000000e+02,10961,1762,97,0,12820
2017,6.3700000000000000e+02,21029,2934,347,18,24328
2017,8.8000000000000000e+01,0,0,0,0,0
2017,9.0700000000000000e+02,0,0,0,0,0
2017,9.7000000000000000e+02,0,0,0,0,0
2017,1.0190000000000000e+03,2462,500,421,4,3387
2017,1.0160000000000000e+03,45133,830,0,0,45963
2017,1.0470000000000000e+03,66462,4914,28,45,71449
2017,6.3500000000000000e+02,51952,7341,20,42,59355
